id,experiment,tray,long_edge,short_edge,mother,genotype,type,seq_plate,seq_row,seq_col
P2.053.01,pure_lines,22,9,3,P1.2.46,6017,pure_lines,,,
P1.4.73,pure_lines,22,9,4,2017_stock,6046,pure_lines,1,F,11
P2.037.01,pure_lines,22,9,5,P1.10.44,8231,pure_lines,1,H,11
W1.15.04,pure_lines,22,9,6,Lovvik-7,Lovvik-7,pure_lines,1,B,12
P1.2.73,pure_lines,22,10,1,2017_stock,6017,pure_lines,1,E,11
W1.4.12,pure_lines,22,10,2,Hossjo-8,Hossjo-8,pure_lines,1,H,12
P2.145.01,pure_lines,22,10,3,P1.8.48,6237,pure_lines,2,C,1
P1.9.73,pure_lines,22,10,4,2017_stock,6244,pure_lines,1,G,12
W1.13.06,pure_lines,22,10,5,Hossjo-7,Hossjo-7,pure_lines,,,
P2.103.01,pure_lines,22,10,6,P1.6.10,6125,pure_lines,,,
W1.16.04,pure_lines,22,11,1,Lovvik-9,Lovvik-9,pure_lines,2,F,1
P2.085.01,pure_lines,22,11,2,P1.4.49,6046,pure_lines,,,
P1.4.74,pure_lines,22,11,3,2017_stock,6046,pure_lines,2,B,1
P1.5.72,pure_lines,22,11,4,2017_stock,6092,pure_lines,2,E,1
P2.076.01,pure_lines,22,11,5,P1.4.16,6046,pure_lines,,,
P2.055.01,pure_lines,22,11,6,P1.2.51,6017,pure_lines,2,G,1
W1.12.02,pure_lines,23,1,1,Eden-Road-6,Eden-Road-6,pure_lines,,,
P1.8.72,pure_lines,23,1,2,2017_stock,6237,pure_lines,,,
P2.143.01,pure_lines,23,1,3,P1.8.44,6237,pure_lines,,,
P2.096.01,pure_lines,23,1,4,P1.5.41,6092,pure_lines,,,
W1.12.03,pure_lines,23,1,5,Eden-Road-6,Eden-Road-6,pure_lines,,,
P1.1.72,pure_lines,23,1,6,2017_stock,1158,pure_lines,,,
W1.4.13,pure_lines,23,2,1,Hossjo-8,Hossjo-8,pure_lines,,,
W1.4.14,pure_lines,23,2,2,Hossjo-8,Hossjo-8,pure_lines,,,
P2.138.01,pure_lines,23,2,3,P1.8.29,6237,pure_lines,,,
W1.12.04,pure_lines,23,2,4,Eden-Road-6,Eden-Road-6,pure_lines,,,
P2.063.01,pure_lines,23,2,5,P1.3.23,6024,pure_lines,,,
P1.1.73,pure_lines,23,2,6,2017_stock,1158,pure_lines,,,
P2.015.01,pure_lines,23,3,1,P1.1.20,1158,pure_lines,,,
P1.5.73,pure_lines,23,3,2,2017_stock,6092,pure_lines,,,
P2.078.01,pure_lines,23,3,3,P1.4.22,6046,pure_lines,,,
P2.147.01,pure_lines,23,3,4,P1.9.09,6244,pure_lines,,,
W1.15.05,pure_lines,23,3,5,Lovvik-7,Lovvik-7,pure_lines,,,
P1.5.74,pure_lines,23,3,6,2017_stock,6092,pure_lines,,,
P1.9.74,pure_lines,23,4,1,2017_stock,6244,pure_lines,,,
P1.4.75,pure_lines,23,4,2,2017_stock,6046,pure_lines,,,
P2.097.01,pure_lines,23,4,3,P1.5.43,6092,pure_lines,,,
P2.123.01,pure_lines,23,4,4,P1.7.26,6184,pure_lines,,,
P2.045.01,pure_lines,23,4,5,P1.2.21,6017,pure_lines,,,
P2.118.01,pure_lines,23,4,6,P1.7.07,6184,pure_lines,,,
P2.058.01,pure_lines,23,5,1,P1.3.10,6024,pure_lines,,,
P2.090.01,pure_lines,23,5,2,P1.5.17,6092,pure_lines,,,
P1.2.74,pure_lines,23,5,3,2017_stock,6017,pure_lines,,,
W1.16.05,pure_lines,23,5,4,Lovvik-9,Lovvik-9,pure_lines,,,
P2.117.01,pure_lines,23,5,5,P1.6.45,6125,pure_lines,,,
W1.11.05,pure_lines,23,5,6,Eden-Road-5,Eden-Road-5,pure_lines,,,
P1.6.74,pure_lines,23,6,1,2017_stock,6125,pure_lines,,,
W1.15.06,pure_lines,23,6,2,Lovvik-7,Lovvik-7,pure_lines,,,
P1.2.75,pure_lines,23,6,3,2017_stock,6017,pure_lines,,,
P1.5.75,pure_lines,23,6,4,2017_stock,6092,pure_lines,,,
P1.3.75,pure_lines,23,6,5,2017_stock,6024,pure_lines,,,
P1.5.76,pure_lines,23,6,6,2017_stock,6092,pure_lines,,,
P1.6.75,pure_lines,23,7,1,2017_stock,6125,pure_lines,,,
W1.4.15,pure_lines,23,7,2,Hossjo-8,Hossjo-8,pure_lines,,,
P1.1.74,pure_lines,23,7,3,2017_stock,1158,pure_lines,,,
P2.011.01,pure_lines,23,7,4,P1.1.05,1158,pure_lines,,,
P2.028.01,pure_lines,23,7,5,P1.10.14,8231,pure_lines,,,
W1.4.16,pure_lines,23,7,6,Hossjo-8,Hossjo-8,pure_lines,,,
W1.10.04,pure_lines,23,8,1,Eden-Road-4,Eden-Road-4,pure_lines,,,
P2.092.01,pure_lines,23,8,2,P1.5.23,6092,pure_lines,,,
P2.099.01,pure_lines,23,8,3,P1.5.49,6092,pure_lines,,,
P2.043.01,pure_lines,23,8,4,P1.2.14,6017,pure_lines,,,
P1.6.76,pure_lines,23,8,5,2017_stock,6125,pure_lines,,,
P1.1.75,pure_lines,23,8,6,2017_stock,1158,pure_lines,,,
P1.7.75,pure_lines,23,9,1,2017_stock,6184,pure_lines,,,
P2.067.01,pure_lines,23,9,2,P1.3.35,6024,pure_lines,,,
P1.10.77,pure_lines,23,9,3,2017_stock,8231,pure_lines,,,
P2.025.01,pure_lines,23,9,4,P1.1.51,1158,pure_lines,,,
W1.16.06,pure_lines,23,9,5,Lovvik-9,Lovvik-9,pure_lines,,,
P1.10.78,pure_lines,23,9,6,2017_stock,8231,pure_lines,,,
P2.077.01,pure_lines,23,10,1,P1.4.18,6046,pure_lines,,,
W1.10.05,pure_lines,23,10,2,Eden-Road-4,Eden-Road-4,pure_lines,,,
P2.129.01,pure_lines,23,10,3,P1.7.46,6184,pure_lines,,,
P2.120.01,pure_lines,23,10,4,P1.7.12,6184,pure_lines,,,
W1.10.06,pure_lines,23,10,5,Eden-Road-4,Eden-Road-4,pure_lines,,,
W1.4.17,pure_lines,23,10,6,Hossjo-8,Hossjo-8,pure_lines,,,
P1.1.76,pure_lines,23,11,1,2017_stock,1158,pure_lines,,,
P1.4.76,pure_lines,23,11,2,2017_stock,6046,pure_lines,,,
P2.091.01,pure_lines,23,11,3,P1.5.22,6092,pure_lines,,,
P1.7.76,pure_lines,23,11,4,2017_stock,6184,pure_lines,,,
W1.4.05,pure_lines,23,11,5,Hossjo-9,Hossjo-9,pure_lines,,,
P1.4.77,pure_lines,23,11,6,2017_stock,6046,pure_lines,,,
P2.032.01,pure_lines,24,1,1,P1.10.31,8231,pure_lines,,,
P2.023.01,pure_lines,24,1,2,P1.1.46,1158,pure_lines,,,
P2.082.01,pure_lines,24,1,3,P1.4.30,6046,pure_lines,,,
P1.7.77,pure_lines,24,1,4,2017_stock,6184,pure_lines,,,
P1.3.76,pure_lines,24,1,5,2017_stock,6024,pure_lines,,,
P1.7.78,pure_lines,24,1,6,2017_stock,6184,pure_lines,2,C,3
P2.040.01,pure_lines,24,2,1,P1.10.49,8231,pure_lines,,,
P2.065.01,pure_lines,24,2,2,P1.3.27,6024,pure_lines,2,A,4
P1.10.79,pure_lines,24,2,3,2017_stock,8231,pure_lines,,,
P2.041.01,pure_lines,24,2,4,P1.10.51,8231,pure_lines,,,
W1.11.06,pure_lines,24,2,5,Eden-Road-5,Eden-Road-5,pure_lines,,,
W1.10.07,pure_lines,24,2,6,Eden-Road-4,Eden-Road-4,pure_lines,,,
P2.127.01,pure_lines,24,3,1,P1.7.45,6184,pure_lines,2,D,4
P1.7.79,pure_lines,24,3,2,2017_stock,6184,pure_lines,,,
P1.6.77,pure_lines,24,3,3,2017_stock,6125,pure_lines,,,
P1.2.76,pure_lines,24,3,4,2017_stock,6017,pure_lines,,,
P1.2.77,pure_lines,24,3,5,2017_stock,6017,pure_lines,,,
P1.2.78,pure_lines,24,3,6,2017_stock,6017,pure_lines,,,
P1.8.73,pure_lines,24,4,1,2017_stock,6237,pure_lines,2,D,3
P1.4.78,pure_lines,24,4,2,2017_stock,6046,pure_lines,,,
P1.1.77,pure_lines,24,4,3,2017_stock,1158,pure_lines,2,E,3
W1.13.07,pure_lines,24,4,4,Hossjo-7,Hossjo-7,pure_lines,,,
P1.1.78,pure_lines,24,4,5,2017_stock,1158,pure_lines,,,
P2.157.01,pure_lines,24,4,6,P1.9.43,6244,pure_lines,,,
P2.113.01,pure_lines,24,5,1,P1.6.35,6125,pure_lines,,,
P2.084.01,pure_lines,24,5,2,P1.4.41,6046,pure_lines,,,
P2.030.01,pure_lines,24,5,3,P1.10.19,8231,pure_lines,2,H,2
W1.16.07,pure_lines,24,5,4,Lovvik-9,Lovvik-9,pure_lines,,,
P2.019.01,pure_lines,24,5,5,P1.1.34,1158,pure_lines,2,H,3
P1.6.78,pure_lines,24,5,6,2017_stock,6125,pure_lines,2,G,3
P2.136.01,pure_lines,24,6,1,P1.8.22,6237,pure_lines,,,
P1.10.80,pure_lines,24,6,2,2017_stock,8231,pure_lines,,,
P1.5.77,pure_lines,24,6,3,2017_stock,6092,pure_lines,2,B,3
P2.031.01,pure_lines,24,6,4,P1.10.27,8231,pure_lines,,,
P2.135.01,pure_lines,24,6,5,P1.8.17,6237,pure_lines,,,
P1.10.81,pure_lines,24,6,6,2017_stock,8231,pure_lines,,,
P1.9.75,pure_lines,24,7,1,2017_stock,6244,pure_lines,,,
P1.1.79,pure_lines,24,7,2,2017_stock,1158,pure_lines,2,C,4
P1.6.79,pure_lines,24,7,3,2017_stock,6125,pure_lines,,,
W1.13.08,pure_lines,24,7,4,Hossjo-7,Hossjo-7,pure_lines,,,
P2.018.01,pure_lines,24,7,5,P1.1.31,1158,pure_lines,2,E,4
P2.035.01,pure_lines,24,7,6,P1.10.37,8231,pure_lines,,,
P2.152.01,pure_lines,24,8,1,P1.9.23,6244,pure_lines,,,
P2.124.01,pure_lines,24,8,2,P1.7.35,6184,pure_lines,2,B,4
P1.6.80,pure_lines,24,8,3,2017_stock,6125,pure_lines,2,F,3
P2.057.01,pure_lines,24,8,4,P1.3.09,6024,pure_lines,,,
P2.042.01,pure_lines,24,8,5,P1.2.09,6017,pure_lines,,,
P2.148.01,pure_lines,24,8,6,P1.9.10,6244,pure_lines,,,
P1.4.79,pure_lines,24,9,1,2017_stock,6046,pure_lines,,,
P2.070.01,pure_lines,24,9,2,P1.3.46,6024,pure_lines,2,C,2
W1.15.07,pure_lines,24,9,3,Lovvik-7,Lovvik-7,pure_lines,2,D,2
P2.046.01,pure_lines,24,9,4,P1.2.26,6017,pure_lines,,,
P1.9.76,pure_lines,24,9,5,2017_stock,6244,pure_lines,2,A,2
P1.2.79,pure_lines,24,9,6,2017_stock,6017,pure_lines,2,A,3
P2.110.01,pure_lines,24,10,1,P1.6.26,6125,pure_lines,,,
P2.050.01,pure_lines,24,10,2,P1.2.43,6017,pure_lines,,,
P2.056.01,pure_lines,24,10,3,P1.2.53,6017,pure_lines,,,
W1.16.08,pure_lines,24,10,4,Lovvik-9,Lovvik-9,pure_lines,2,F,2
W1.16.09,pure_lines,24,10,5,Lovvik-9,Lovvik-9,pure_lines,,,
P1.8.74,pure_lines,24,10,6,2017_stock,6237,pure_lines,2,H,1
P1.8.75,pure_lines,24,11,1,2017_stock,6237,pure_lines,2,E,2
P1.5.78,pure_lines,24,11,2,2017_stock,6092,pure_lines,2,G,2
P1.1.80,pure_lines,24,11,3,2017_stock,1158,pure_lines,2,B,2
P1.4.80,pure_lines,24,11,4,2017_stock,6046,pure_lines,,,
W1.4.06,pure_lines,24,11,5,Hossjo-9,Hossjo-9,pure_lines,,,
P2.105.01,pure_lines,24,11,6,P1.6.13,6125,pure_lines,,,
P2.027.01,pure_lines,25,1,1,P1.10.07,8231,pure_lines,,,
W1.14.08,pure_lines,25,1,2,Lovvik-6,Lovvik-6,pure_lines,,,
P1.4.81,pure_lines,25,1,3,2017_stock,6046,pure_lines,,,
P2.128.01,pure_lines,25,1,4,P1.7.45,6184,pure_lines,,,
P2.020.01,pure_lines,25,1,5,P1.1.35,1158,pure_lines,,,
P2.089.01,pure_lines,25,1,6,P1.5.14,6092,pure_lines,,,
W1.4.07,pure_lines,25,2,1,Hossjo-9,Hossjo-9,pure_lines,,,
W1.12.05,pure_lines,25,2,2,Eden-Road-6,Eden-Road-6,pure_lines,2,A,5
P2.017.01,pure_lines,25,2,3,P1.1.28,1158,pure_lines,,,
W1.11.07,pure_lines,25,2,4,Eden-Road-5,Eden-Road-5,pure_lines,2,G,4
P1.2.80,pure_lines,25,2,5,2017_stock,6017,pure_lines,,,
P2.132.01,pure_lines,25,2,6,P1.8.09,6237,pure_lines,,,
W1.11.08,pure_lines,25,3,1,Eden-Road-5,Eden-Road-5,pure_lines,,,
P1.8.76,pure_lines,25,3,2,2017_stock,6237,pure_lines,,,
P1.1.81,pure_lines,25,3,3,2017_stock,1158,pure_lines,,,
P1.8.77,pure_lines,25,3,4,2017_stock,6237,pure_lines,,,
P1.1.82,pure_lines,25,3,5,2017_stock,1158,pure_lines,,,
P2.100.01,pure_lines,25,3,6,P1.5.50,6092,pure_lines,2,H,4
P2.154.01,pure_lines,25,4,1,P1.9.32,6244,pure_lines,,,
P2.039.01,pure_lines,25,4,2,P1.10.48,8231,pure_lines,,,
P2.144.01,pure_lines,25,4,3,P1.8.45,6237,pure_lines,,,
P2.150.01,pure_lines,25,4,4,P1.9.19,6244,pure_lines,,,
P1.2.81,pure_lines,25,4,5,2017_stock,6017,pure_lines,,,
P1.9.77,pure_lines,25,4,6,2017_stock,6244,pure_lines,,,
P1.5.79,pure_lines,25,5,1,2017_stock,6092,pure_lines,,,
P1.9.78,pure_lines,25,5,2,2017_stock,6244,pure_lines,,,
,pure_lines,25,5,3,NA,NA,pure_lines,,,
P2.051.01,pure_lines,25,5,4,P1.2.44,6017,pure_lines,,,
P1.6.81,pure_lines,25,5,5,2017_stock,6125,pure_lines,,,
W1.4.08,pure_lines,25,5,6,Hossjo-9,Hossjo-9,pure_lines,,,
W1.11.09,pure_lines,25,6,1,Eden-Road-5,Eden-Road-5,pure_lines,,,
,pure_lines,25,6,2,NA,NA,pure_lines,,,
P1.3.77,pure_lines,25,6,3,2017_stock,6024,pure_lines,,,
W1.4.09,pure_lines,25,6,4,Hossjo-9,Hossjo-9,pure_lines,,,
P1.3.78,pure_lines,25,6,5,2017_stock,6024,pure_lines,,,
P1.9.79,pure_lines,25,6,6,2017_stock,6244,pure_lines,2,F,4
P1.2.82,pure_lines,25,7,1,2017_stock,6017,pure_lines,,,
P2.108.01,pure_lines,25,7,2,P1.6.22,6184,pure_lines,,,
P2.048.01,pure_lines,25,7,3,P1.2.32,6017,pure_lines,,,
W1.16.10,pure_lines,25,7,4,Lovvik-9,Lovvik-9,pure_lines,,,
W1.15.08,pure_lines,25,7,5,Lovvik-7,Lovvik-7,pure_lines,2,B,4
P2.125.01,pure_lines,25,7,6,P1.7.39,6184,pure_lines,,,
W1.4.18,pure_lines,25,8,1,Hossjo-8,Hossjo-8,pure_lines,,,
P1.4.82,pure_lines,25,8,2,2017_stock,6046,pure_lines,,,
P1.6.82,pure_lines,25,8,3,2017_stock,6125,pure_lines,,,
P1.8.78,pure_lines,25,8,4,2017_stock,6237,pure_lines,,,
P1.6.83,pure_lines,25,8,5,2017_stock,6125,pure_lines,,,
P1.5.80,pure_lines,25,8,6,2017_stock,6092,pure_lines,,,
P2.115.01,pure_lines,25,9,1,P1.6.44,6125,pure_lines,,,
P1.9.80,pure_lines,25,9,2,2017_stock,6244,pure_lines,,,
P2.156.01,pure_lines,25,9,3,P1.9.41,6244,pure_lines,,,
P2.111.01,pure_lines,25,9,4,P1.6.26,6125,pure_lines,,,
P1.3.79,pure_lines,25,9,5,2017_stock,6024,pure_lines,,,
P1.3.80,pure_lines,25,9,6,2017_stock,6024,pure_lines,,,
P1.8.79,pure_lines,25,10,1,2017_stock,6237,pure_lines,,,
P1.9.81,pure_lines,25,10,2,2017_stock,6244,pure_lines,,,
P2.068.01,pure_lines,25,10,3,P1.3.45,6024,pure_lines,,,
P1.9.82,pure_lines,25,10,4,2017_stock,6244,pure_lines,,,
P2.122.01,pure_lines,25,10,5,P1.7.18,6184,pure_lines,,,
P1.3.81,pure_lines,25,10,6,2017_stock,6024,pure_lines,,,
P2.062.01,pure_lines,25,11,1,P1.3.19,6024,pure_lines,,,
W1.12.06,pure_lines,25,11,2,Eden-Road-6,Eden-Road-6,pure_lines,,,
W1.10.08,pure_lines,25,11,3,Eden-Road-4,Eden-Road-4,pure_lines,,,
P2.064.01,pure_lines,25,11,4,P1.3.23,6024,pure_lines,,,
P1.5.81,pure_lines,25,11,5,2017_stock,6092,pure_lines,,,
P2.066.01,pure_lines,25,11,6,P1.3.27,6024,pure_lines,,,
W1.12.07,pure_lines,26,1,1,Eden-Road-6,Eden-Road-6,pure_lines,2,E,5
P2.107.01,pure_lines,26,1,2,P1.6.19,6125,pure_lines,,,
P1.8.80,pure_lines,26,1,3,2017_stock,6237,pure_lines,,,
P1.5.82,pure_lines,26,1,4,2017_stock,6092,pure_lines,,,
P2.013.01,pure_lines,26,1,5,P1.1.18,1158,pure_lines,,,
W1.4.19,pure_lines,26,1,6,Hossjo-8,Hossjo-8,pure_lines,2,G,5
P2.086.01,pure_lines,26,2,1,P1.4.53,6046,pure_lines,,,
P1.3.82,pure_lines,26,2,2,2017_stock,6024,pure_lines,,,
P1.2.83,pure_lines,26,2,3,2017_stock,6017,pure_lines,,,
P2.151.01,pure_lines,26,2,4,P1.9.21,6244,pure_lines,,,
,pure_lines,26,2,5,NA,NA,pure_lines,,,
P2.069.01,pure_lines,26,2,6,P1.3.45,6024,pure_lines,,,
P2.093.01,pure_lines,26,3,1,P1.5.26,6092,pure_lines,,,
P1.7.80,pure_lines,26,3,2,2017_stock,6184,pure_lines,,,
P1.4.83,pure_lines,26,3,3,2017_stock,6046,pure_lines,,,
W1.10.09,pure_lines,26,3,4,Eden-Road-4,Eden-Road-4,pure_lines,2,A,6
W1.13.09,pure_lines,26,3,5,Hossjo-7,Hossjo-7,pure_lines,,,
P1.7.81,pure_lines,26,3,6,2017_stock,6184,pure_lines,,,
P1.1.83,pure_lines,26,4,1,2017_stock,1158,pure_lines,,,
P1.3.83,pure_lines,26,4,2,2017_stock,6024,pure_lines,,,
P1.8.81,pure_lines,26,4,3,2017_stock,6237,pure_lines,,,
P2.034.01,pure_lines,26,4,4,P1.10.33,8231,pure_lines,,,
P1.5.83,pure_lines,26,4,5,2017_stock,6092,pure_lines,,,
W1.14.09,pure_lines,26,4,6,Lovvik-6,Lovvik-6,pure_lines,,,
P1.7.82,pure_lines,26,5,1,2017_stock,6184,pure_lines,,,
P1.5.84,pure_lines,26,5,2,2017_stock,6092,pure_lines,,,
P1.8.82,pure_lines,26,5,3,2017_stock,6237,pure_lines,,,
W1.4.10,pure_lines,26,5,4,Hossjo-9,Hossjo-9,pure_lines,,,
P2.060.01,pure_lines,26,5,5,P1.3.12,6024,pure_lines,,,
W1.11.10,pure_lines,26,5,6,Eden-Road-5,Eden-Road-5,pure_lines,,,
P1.10.82,pure_lines,26,6,1,2017_stock,8231,pure_lines,,,
W1.13.10,pure_lines,26,6,2,Hossjo-7,Hossjo-7,pure_lines,,,
P1.9.83,pure_lines,26,6,3,2017_stock,6244,pure_lines,,,
P1.2.84,pure_lines,26,6,4,2017_stock,6017,pure_lines,,,
P1.7.83,pure_lines,26,6,5,2017_stock,6184,pure_lines,,,
P1.10.83,pure_lines,26,6,6,2017_stock,8231,pure_lines,,,
,pure_lines,26,7,1,NA,NA,pure_lines,,,
P2.131.01,pure_lines,26,7,2,P1.8.07,6237,pure_lines,,,
P1.9.84,pure_lines,26,7,3,2017_stock,6244,pure_lines,,,
P2.137.01,pure_lines,26,7,4,P1.8.27,6237,pure_lines,,,
,pure_lines,26,7,5,NA,NA,pure_lines,,,
W1.4.20,pure_lines,26,7,6,Hossjo-8,Hossjo-8,pure_lines,2,C,5
P2.134.01,pure_lines,26,8,1,P1.8.11,6237,pure_lines,,,
P1.6.84,pure_lines,26,8,2,2017_stock,6125,pure_lines,,,
P1.4.84,pure_lines,26,8,3,2017_stock,6046,pure_lines,,,
P1.3.84,pure_lines,26,8,4,2017_stock,6024,pure_lines,,,
P2.024.01,pure_lines,26,8,5,P1.1.50,1158,pure_lines,,,
W1.12.08,pure_lines,26,8,6,Eden-Road-6,Eden-Road-6,pure_lines,,,
P1.1.84,pure_lines,26,9,1,2017_stock,1158,pure_lines,,,
P1.7.84,pure_lines,26,9,2,2017_stock,6184,pure_lines,,,
P2.054.01,pure_lines,26,9,3,P1.2.48,6017,pure_lines,,,
W1.15.09,pure_lines,26,9,4,Lovvik-7,Lovvik-7,pure_lines,,,
P2.072.01,pure_lines,26,9,5,P1.4.07,6046,pure_lines,,,
P2.130.01,pure_lines,26,9,6,P1.7.51,6184,pure_lines,,,
W1.14.10,pure_lines,26,10,1,Lovvik-6,Lovvik-6,pure_lines,,,
W1.10.10,pure_lines,26,10,2,Eden-Road-4,Eden-Road-4,pure_lines,2,D,5
P2.087.01,pure_lines,26,10,3,P1.5.04,6092,pure_lines,,,
P2.094.01,pure_lines,26,10,4,P1.5.33,6092,pure_lines,,,
P2.012.01,pure_lines,26,10,5,P1.1.07,1158,pure_lines,,,
W1.15.10,pure_lines,26,10,6,Lovvik-7,Lovvik-7,pure_lines,,,
P1.8.83,pure_lines,26,11,1,2017_stock,6237,pure_lines,2,H,5
P1.8.84,pure_lines,26,11,2,2017_stock,6237,pure_lines,,,
W1.12.09,pure_lines,26,11,3,Eden-Road-6,Eden-Road-6,pure_lines,2,F,5
W1.12.10,pure_lines,26,11,4,Eden-Road-6,Eden-Road-6,pure_lines,,,
P2.142.01,pure_lines,26,11,5,P1.8.35,6237,pure_lines,,,
P2.121.01,pure_lines,26,11,6,P1.7.17,6184,pure_lines,,,
